City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
227,Waipawa,NZ,2022-06-14 21:46:47,-41.4122,175.5153,52.23,64,7,18.21,clear sky,0.0,0.0
228,Alekseyevsk,RU,2022-06-14 21:46:47,57.8406,108.3492,59.13,92,13,0.72,few clouds,0.0,0.0
229,Dwarka,IN,2022-06-14 21:46:48,22.2394,68.9678,84.79,76,92,12.39,overcast clouds,0.0,0.0
230,Chegdomyn,RU,2022-06-14 21:46:48,51.1167,133.0167,64.38,83,99,2.89,overcast clouds,0.0,0.0
231,Aden,YE,2022-06-14 21:44:08,12.7794,45.0367,88.72,64,15,5.77,few clouds,0.0,0.0
232,Dubasari,MD,2022-06-14 21:46:49,47.2631,29.1608,63.39,70,47,6.62,scattered clouds,0.0,0.0
233,Teguldet,RU,2022-06-14 21:46:49,57.3064,88.1667,56.77,97,89,4.14,overcast clouds,0.0,0.0
234,Babu,CN,2022-06-14 21:46:49,24.4167,111.5167,73.72,94,100,2.59,overcast clouds,0.0,0.0
235,Senanga,ZM,2022-06-14 21:46:49,-16.1167,23.2667,57.72,50,3,3.69,clear sky,0.0,0.0
236,Chokurdakh,RU,2022-06-14 21:46:50,70.6333,147.9167,70.5,26,16,8.21,few clouds,0.0,0.0
237,Ondjiva,AO,2022-06-14 21:46:50,-17.0667,15.7333,55.17,41,0,1.95,clear sky,0.0,0.0
238,Kedrovyy,RU,2022-06-14 21:37:44,56.1667,91.8167,52.21,77,72,2.89,broken clouds,0.0,0.0
239,Viedma,AR,2022-06-14 21:46:50,-40.8135,-62.9967,49.95,69,3,7.85,clear sky,0.0,0.0
240,Karratha,AU,2022-06-14 21:37:57,-20.7377,116.8463,71.69,63,4,7.92,clear sky,0.0,0.0
241,Le Port,RE,2022-06-14 21:46:51,-20.9373,55.2919,72.25,58,14,11.16,few clouds,0.0,0.0
242,Quelimane,MZ,2022-06-14 21:43:55,-17.8786,36.8883,65.5,94,1,3.94,clear sky,0.0,0.0
243,Montepuez,MZ,2022-06-14 21:46:51,-13.1256,38.9997,61.72,96,19,1.7,few clouds,0.0,0.0
244,Bay Roberts,CA,2022-06-14 21:46:52,47.5999,-53.2648,45.05,86,100,10.0,overcast clouds,0.0,0.0
245,Jepara,ID,2022-06-14 21:46:52,-5.1695,105.7044,74.35,92,96,2.89,overcast clouds,0.0,0.0
246,Verkhnetulomskiy,RU,2022-06-14 21:46:52,68.6073,31.7962,46.53,96,100,5.66,overcast clouds,0.0,0.0
247,Pacific Grove,US,2022-06-14 21:33:12,36.6177,-121.9166,80.38,69,0,10.0,haze,0.0,0.0
248,Constitucion,CL,2022-06-14 21:46:53,-35.3333,-72.4167,53.46,86,100,7.78,overcast clouds,0.0,0.0
249,Flinders,AU,2022-06-14 21:46:53,-34.5833,150.8552,50.25,74,58,4.0,broken clouds,0.0,0.0
250,Fertod,HU,2022-06-14 21:46:53,47.6195,16.8868,56.64,69,94,1.79,overcast clouds,0.0,0.0
251,Mbengwi,CM,2022-06-14 21:46:54,6.0167,10.0,64.36,96,100,3.04,overcast clouds,0.0,0.0
252,Lompoc,US,2022-06-14 21:32:38,34.6391,-120.4579,89.02,50,0,25.01,clear sky,0.0,0.0
253,Bardiyah,LY,2022-06-14 21:46:54,31.7561,25.0865,73.26,80,0,11.39,clear sky,0.0,0.0
254,Vaxjo,SE,2022-06-14 21:46:54,56.8777,14.8091,54.57,90,0,8.05,clear sky,0.0,0.0
255,Khatanga,RU,2022-06-14 21:46:55,71.9667,102.5,48.99,58,17,11.1,few clouds,0.0,0.0
256,Alugan,PH,2022-06-14 21:46:55,12.2188,125.4808,80.15,81,90,7.47,light rain,0.0,0.0
257,Mareeba,AU,2022-06-14 21:46:55,-17.0,145.4333,65.44,90,12,2.93,few clouds,0.0,0.0
258,Kiama,AU,2022-06-14 21:46:56,-34.6833,150.8667,50.45,74,58,7.94,broken clouds,0.0,0.0
259,Oriximina,BR,2022-06-14 21:46:56,-1.7656,-55.8661,76.28,90,19,1.61,light rain,0.0,0.0
260,Jizan,SA,2022-06-14 21:46:56,17.3333,42.6667,90.54,70,37,4.5,scattered clouds,0.0,0.0
261,Puri,IN,2022-06-14 21:37:51,19.8,85.85,82.92,89,100,11.23,overcast clouds,0.0,0.0
262,Kargasok,RU,2022-06-14 21:46:57,59.0556,80.8572,58.3,98,97,6.33,light rain,0.0,0.0
263,Kununurra,AU,2022-06-14 21:46:57,-15.7667,128.7333,49.98,87,47,3.44,scattered clouds,0.0,0.0
264,Honningsvag,NO,2022-06-14 21:46:57,70.9821,25.9704,42.55,81,100,9.22,overcast clouds,0.0,0.0
265,Qaqortoq,GL,2022-06-14 21:46:58,60.7167,-46.0333,44.17,61,98,21.16,overcast clouds,0.0,0.0
266,Novopokrovka,UA,2022-06-14 21:46:58,49.8425,36.5477,60.19,93,99,13.22,overcast clouds,0.0,0.0
267,Maridi,SS,2022-06-14 21:46:58,4.9158,29.4742,66.43,97,95,2.66,overcast clouds,0.0,0.0
268,Ahipara,NZ,2022-06-14 21:46:59,-35.1667,173.1667,60.4,75,2,12.97,clear sky,0.0,0.0
269,Finschhafen,PG,2022-06-14 21:46:59,-6.6024,147.8681,81.39,72,95,9.95,overcast clouds,0.0,0.0
270,Ilave,PE,2022-06-14 21:46:59,-16.0833,-69.6667,42.66,33,6,5.93,clear sky,0.0,0.0
271,Ketchikan,US,2022-06-14 21:37:32,55.3422,-131.6461,61.27,59,75,10.36,broken clouds,0.0,0.0
272,Arvika,SE,2022-06-14 21:47:00,59.6553,12.5852,57.81,64,87,2.64,overcast clouds,0.0,0.0
273,Coquimbo,CL,2022-06-14 21:47:00,-29.9533,-71.3436,55.13,71,0,9.22,clear sky,0.0,0.0
274,Arlit,NE,2022-06-14 21:47:00,18.7369,7.3853,95.72,13,83,6.55,broken clouds,0.0,0.0
275,Jalu,LY,2022-06-14 21:47:01,29.0331,21.5482,77.61,52,0,14.18,clear sky,0.0,0.0
276,Port Blair,IN,2022-06-14 21:34:31,11.6667,92.75,81.1,82,100,3.83,overcast clouds,0.0,0.0
277,Buchanan,LR,2022-06-14 21:47:01,5.8808,-10.0467,77.95,76,98,8.5,overcast clouds,0.0,0.0
278,Clyde River,CA,2022-06-14 21:47:01,70.4692,-68.5914,39.43,81,75,12.66,broken clouds,0.0,0.0
279,Banda Aceh,ID,2022-06-14 21:47:02,5.5577,95.3222,78.17,85,82,16.42,broken clouds,0.0,0.0
280,Nacala,MZ,2022-06-14 21:47:02,-14.5428,40.6728,70.92,85,1,2.84,clear sky,0.0,0.0
281,Hofn,IS,2022-06-14 21:47:02,64.2539,-15.2082,50.14,74,24,14.38,few clouds,0.0,0.0
282,Okato,NZ,2022-06-14 21:47:03,-39.2,173.8833,58.51,91,75,10.0,broken clouds,0.0,0.0
283,Shakawe,BW,2022-06-14 21:47:03,-18.3667,21.85,56.84,43,0,2.91,clear sky,0.0,0.0
284,Lima,PE,2022-06-14 21:44:48,-12.0432,-77.0282,64.65,82,40,12.66,scattered clouds,0.0,0.0
285,Quatre Cocos,MU,2022-06-14 21:47:04,-20.2078,57.7625,71.1,63,79,16.98,broken clouds,0.0,0.0
286,Northam,GB,2022-06-14 21:37:08,51.0333,-4.2167,53.38,86,22,1.86,few clouds,0.0,0.0
287,Mayo,US,2022-06-14 21:43:09,38.8876,-76.5119,84.15,76,75,8.05,broken clouds,0.0,0.0
288,Lorengau,PG,2022-06-14 21:47:04,-2.0226,147.2712,81.84,76,36,8.19,scattered clouds,0.0,0.0
289,Dingle,PH,2022-06-14 21:47:04,10.9995,122.6711,77.52,86,70,2.19,broken clouds,0.0,0.0
290,Doba,TD,2022-06-14 21:47:05,8.65,16.85,77.27,73,100,4.34,overcast clouds,0.0,0.0
291,Honolulu,US,2022-06-14 21:43:50,21.3069,-157.8583,81.64,75,75,21.85,light rain,0.0,0.0
292,Naifaru,MV,2022-06-14 21:47:05,5.4444,73.3657,82.58,76,23,13.91,few clouds,0.0,0.0
293,Carnarvon,AU,2022-06-14 21:47:06,-24.8667,113.6333,68.36,74,91,2.44,overcast clouds,0.0,0.0
294,Nuuk,GL,2022-06-14 21:37:15,64.1835,-51.7216,43.41,42,40,25.32,scattered clouds,0.0,0.0
295,Mattru,SL,2022-06-14 21:47:06,7.6244,-11.8332,74.57,87,98,2.39,overcast clouds,0.0,0.0
296,Kavaratti,IN,2022-06-14 21:47:06,10.5669,72.642,82.36,78,100,17.0,overcast clouds,0.0,0.0
297,Tuatapere,NZ,2022-06-14 21:47:07,-46.1333,167.6833,43.47,89,100,13.56,overcast clouds,0.0,0.0
298,Codrington,AU,2022-06-14 21:37:59,-38.2667,141.9667,50.94,77,100,18.75,light rain,0.0,0.0
299,Santa Cruz,BO,2022-06-14 21:45:03,-17.8,-63.1667,77.05,23,0,13.8,clear sky,0.0,0.0
300,Nanhai,CN,2022-06-14 21:47:07,30.1282,111.7784,74.46,85,97,3.0,overcast clouds,0.0,0.0
301,Molo,KE,2022-06-14 21:47:08,-0.2479,35.7374,49.24,83,12,3.78,few clouds,0.0,0.0
302,Dicabisagan,PH,2022-06-14 21:47:08,17.0818,122.4157,79.27,85,65,2.82,broken clouds,0.0,0.0
303,Puerto Ayacucho,VE,2022-06-14 21:47:08,5.6639,-67.6236,72.48,93,100,0.87,overcast clouds,0.0,0.0
304,Santiago Del Estero,AR,2022-06-14 21:46:55,-27.7951,-64.2615,64.99,23,5,6.35,clear sky,0.0,0.0
305,Eenhana,NA,2022-06-14 21:47:09,-17.4667,16.3333,57.63,37,1,3.2,clear sky,0.0,0.0
306,Kargat,RU,2022-06-14 21:47:09,55.1956,80.2811,53.6,98,37,10.11,scattered clouds,0.0,0.0
307,Sukhobezvodnoye,RU,2022-06-14 21:47:09,57.0491,44.8891,58.55,97,53,5.55,broken clouds,0.0,0.0
308,Marquette,US,2022-06-14 21:47:10,46.5333,-87.6335,73.67,77,41,13.8,scattered clouds,0.0,0.0
309,Chiaravalle,IT,2022-06-14 21:47:10,43.6027,13.3246,73.11,58,0,2.3,clear sky,0.0,0.0
310,Grand Gaube,MU,2022-06-14 21:47:10,-20.0064,57.6608,71.38,72,86,4.0,overcast clouds,0.0,0.0
311,Kavieng,PG,2022-06-14 21:47:11,-2.5744,150.7967,82.35,75,73,10.76,broken clouds,0.0,0.0
312,Thabazimbi,ZA,2022-06-14 21:47:11,-24.5917,27.4116,60.53,40,81,3.44,broken clouds,0.0,0.0
313,Kristiansund,NO,2022-06-14 21:47:11,63.1115,7.732,52.45,82,100,4.61,overcast clouds,0.0,0.0
314,Maroantsetra,MG,2022-06-14 21:47:11,-15.4333,49.7333,69.6,91,98,2.95,overcast clouds,0.0,0.0
315,Arcachon,FR,2022-06-14 21:47:12,44.5875,-1.0519,80.92,78,58,4.59,broken clouds,0.0,0.0
316,Moerai,PF,2022-06-14 21:46:19,-22.4333,-151.3333,75.61,64,80,10.13,broken clouds,0.0,0.0
317,Bozeman,US,2022-06-14 21:43:52,45.6796,-111.0386,57.18,35,75,17.27,broken clouds,0.0,0.0
318,Agadez,NE,2022-06-14 21:47:13,19.75,10.25,92.95,18,4,7.0,clear sky,0.0,0.0
319,Norman Wells,CA,2022-06-14 21:37:13,65.282,-126.8329,57.24,54,75,16.11,broken clouds,0.0,0.0
320,Stromness,GB,2022-06-14 21:47:13,58.965,-3.296,53.56,90,100,5.01,overcast clouds,0.0,0.0
321,Poopo,BO,2022-06-14 21:47:13,-18.3667,-66.9667,40.84,16,0,2.68,clear sky,0.0,0.0
322,Tabas,IR,2022-06-14 21:47:14,33.5959,56.9244,92.91,15,20,3.0,few clouds,0.0,0.0
323,Oktyabrskoye,RU,2022-06-14 21:47:14,43.0645,44.7417,59.14,94,98,4.47,overcast clouds,0.0,0.0
324,Flin Flon,CA,2022-06-14 21:47:14,54.7682,-101.865,67.84,68,100,10.36,overcast clouds,0.0,0.0
325,Taungdwingyi,MM,2022-06-14 21:47:15,20.0167,95.55,76.98,87,100,9.31,overcast clouds,0.0,0.0
326,Plum,US,2022-06-14 21:47:15,40.5004,-79.7495,84.38,64,100,1.99,overcast clouds,0.0,0.0
327,Cardston,CA,2022-06-14 21:47:15,49.2,-113.3019,46.69,85,100,20.4,light rain,0.0,0.0
328,Along,IN,2022-06-14 21:47:16,28.1667,94.7667,72.54,100,100,0.34,overcast clouds,0.0,0.0
329,Ilulissat,GL,2022-06-14 21:44:15,69.2167,-51.1,35.62,69,40,11.5,scattered clouds,0.0,0.0
330,Kupang,ID,2022-06-14 21:47:16,-10.1667,123.5833,78.48,78,68,11.86,broken clouds,0.0,0.0
331,Amapa,BR,2022-06-14 21:37:21,1.0,-52.0,76.78,78,90,3.06,overcast clouds,0.0,0.0
332,Maltahohe,NA,2022-06-14 21:47:17,-24.8333,16.9833,40.91,63,0,7.07,clear sky,0.0,0.0
333,Ishinomaki,JP,2022-06-14 21:43:24,38.4167,141.3,59.0,84,100,11.65,light rain,0.0,0.0
334,Kumluca,TR,2022-06-14 21:47:17,36.3703,30.2869,72.84,74,42,2.15,scattered clouds,0.0,0.0
335,Chicama,PE,2022-06-14 21:47:17,-7.8447,-79.1469,63.14,68,23,8.68,few clouds,0.0,0.0
336,Sept-Iles,CA,2022-06-14 21:37:22,50.2001,-66.3821,68.52,64,100,2.3,overcast clouds,0.0,0.0
337,Xichang,CN,2022-06-14 21:47:18,27.8964,102.2634,61.59,87,100,1.43,light rain,0.0,0.0
338,Lagoa,PT,2022-06-14 21:37:29,39.05,-27.9833,63.57,81,100,13.91,overcast clouds,0.0,0.0
339,Imeni Poliny Osipenko,RU,2022-06-14 21:47:18,52.4201,136.4853,66.74,78,88,5.14,overcast clouds,0.0,0.0
340,Daokou,CN,2022-06-14 21:47:19,35.5639,114.5058,74.19,37,0,2.77,clear sky,0.0,0.0
341,Srednekolymsk,RU,2022-06-14 21:37:40,67.45,153.6833,69.71,28,1,3.02,clear sky,0.0,0.0
342,Santa Isabel Do Rio Negro,BR,2022-06-14 21:47:19,-0.4139,-65.0192,73.96,98,70,2.48,broken clouds,0.0,0.0
343,Faanui,PF,2022-06-14 21:47:19,-16.4833,-151.75,79.86,73,14,20.02,light rain,0.0,0.0
344,Pontianak,ID,2022-06-14 21:37:40,-0.0333,109.3333,76.98,94,100,2.3,overcast clouds,0.0,0.0
345,Yumen,CN,2022-06-14 21:35:51,40.2833,97.2,67.21,9,31,6.69,scattered clouds,0.0,0.0
346,Vestmannaeyjar,IS,2022-06-14 21:47:20,63.4427,-20.2734,49.77,77,100,15.84,overcast clouds,0.0,0.0
347,Torbay,CA,2022-06-14 21:47:20,47.6666,-52.7314,44.28,90,100,10.36,overcast clouds,0.0,0.0
348,Airai,TL,2022-06-14 21:47:20,-8.9266,125.4092,58.3,96,90,3.6,overcast clouds,0.0,0.0
349,Faya,SA,2022-06-14 21:34:38,18.3851,42.4509,77.11,25,5,3.04,clear sky,0.0,0.0
350,Tokur,RU,2022-06-14 21:47:21,53.1333,132.9,56.97,93,100,3.62,light rain,0.0,0.0
351,Ambon,ID,2022-06-14 21:47:21,-3.6954,128.1814,75.24,16,40,2.3,scattered clouds,0.0,0.0
352,Byron Bay,AU,2022-06-14 21:47:21,-28.65,153.6167,55.94,85,2,2.64,clear sky,0.0,0.0
353,Ajdabiya,LY,2022-06-14 21:47:22,30.7554,20.2263,72.34,85,0,10.07,clear sky,0.0,0.0
354,Caravelas,BR,2022-06-14 21:47:22,-17.7125,-39.2481,71.89,69,77,10.78,broken clouds,0.0,0.0
355,Katsuura,JP,2022-06-14 21:47:22,35.1333,140.3,63.27,91,100,17.92,light rain,0.0,0.0
356,Pundaguitan,PH,2022-06-14 21:47:23,6.3711,126.1689,82.26,74,91,8.12,overcast clouds,0.0,0.0
357,Impfondo,CG,2022-06-14 21:47:23,1.6381,18.0667,73.83,88,100,2.64,light rain,0.0,0.0
358,Owando,CG,2022-06-14 21:47:23,-0.4819,15.8999,75.81,75,61,1.61,broken clouds,0.0,0.0
359,Towada,JP,2022-06-14 21:47:24,40.6127,141.2067,58.3,64,100,7.52,overcast clouds,0.0,0.0
360,Tchamba,TG,2022-06-14 21:47:24,9.0333,1.4167,79.03,93,72,3.38,moderate rain,0.0,0.0
361,Mount Gambier,AU,2022-06-14 21:47:24,-37.8333,140.7667,49.91,93,100,13.8,moderate rain,0.0,0.0
362,Kailua,US,2022-06-14 21:47:25,21.4022,-157.7394,81.81,81,100,10.36,light rain,0.76,0.0
363,Taoudenni,ML,2022-06-14 21:47:25,22.6783,-3.9836,97.65,8,0,10.6,clear sky,0.0,0.0
364,Mpika,ZM,2022-06-14 21:47:25,-11.8343,31.4529,58.66,60,38,1.95,scattered clouds,0.0,0.0
365,Vrbove,SK,2022-06-14 21:47:26,48.6197,17.7226,55.87,87,15,2.3,few clouds,0.0,0.0
366,Askarovo,RU,2022-06-14 21:47:26,53.3372,58.5089,50.95,71,2,8.95,clear sky,0.0,0.0
367,Sindor,RU,2022-06-14 21:47:26,62.8629,51.8905,49.42,96,7,3.65,clear sky,0.0,0.0
368,Puerto Del Rosario,ES,2022-06-14 21:47:27,28.5004,-13.8627,71.35,68,20,14.97,few clouds,0.0,0.0
369,Zhangjiakou,CN,2022-06-14 21:47:27,40.81,114.8794,62.22,60,79,1.88,broken clouds,0.0,0.0
370,Dzaoudzi,YT,2022-06-14 21:47:27,-12.7887,45.2699,73.29,94,0,3.44,clear sky,0.0,0.0
371,Otjimbingwe,NA,2022-06-14 21:47:28,-22.35,16.1333,48.83,66,0,1.57,clear sky,0.0,0.0
372,Chapais,CA,2022-06-14 21:47:28,49.7834,-74.8492,74.98,57,98,6.04,overcast clouds,0.0,0.0
373,Kiri Buru,IN,2022-06-14 21:47:28,22.0833,85.35,78.53,70,100,4.18,moderate rain,0.0,0.0
374,Birao,CF,2022-06-14 21:47:28,10.2849,22.7882,77.05,68,83,4.23,broken clouds,0.0,0.0
375,Atambua,ID,2022-06-14 21:47:29,-9.1061,124.8925,71.35,89,88,4.47,overcast clouds,0.0,0.0
376,Lagos,NG,2022-06-14 21:47:10,6.5833,3.75,82.72,88,100,5.19,overcast clouds,0.0,0.0
377,Bilma,NE,2022-06-14 21:47:29,18.6853,12.9164,93.94,24,82,6.22,broken clouds,0.0,0.0
378,Pacifica,US,2022-06-14 21:45:32,37.6138,-122.4869,89.64,65,0,19.57,haze,0.0,0.0
379,Pandan,PH,2022-06-14 21:47:30,14.0453,124.1694,79.74,86,39,4.72,scattered clouds,0.0,0.0
380,Baoro,CF,2022-06-14 21:47:30,5.6667,15.9667,68.58,90,99,1.28,overcast clouds,0.0,0.0
381,Ploemeur,FR,2022-06-14 21:47:30,47.7333,-3.4333,68.83,66,0,8.05,clear sky,0.0,0.0
382,Saldanha,ZA,2022-06-14 21:47:31,-33.0117,17.9442,51.85,71,5,11.16,clear sky,0.0,0.0
383,Komsomolskiy,UZ,2022-06-14 21:36:25,40.4272,71.7189,75.92,38,81,4.61,broken clouds,0.0,0.0
384,Seydi,TM,2022-06-14 21:47:31,39.4816,62.9137,87.64,16,100,8.77,overcast clouds,0.0,0.0
385,Bodden Town,KY,2022-06-14 21:47:31,19.2833,-81.25,89.6,70,20,10.36,few clouds,0.0,0.0
386,Shemonaikha,KZ,2022-06-14 21:47:32,50.6328,81.9056,59.29,90,53,4.79,broken clouds,0.0,0.0
387,Sitka,US,2022-06-14 21:46:23,57.0531,-135.33,55.29,58,75,3.44,broken clouds,0.0,0.0
388,Auki,SB,2022-06-14 21:38:05,-8.7676,160.7034,81.81,75,27,5.1,scattered clouds,0.0,0.0
389,Ler,SS,2022-06-14 21:47:32,8.3018,30.1418,72.7,84,77,5.17,light rain,0.0,0.0
390,Cruzilia,BR,2022-06-14 21:47:33,-21.8386,-44.8083,53.46,69,74,4.74,broken clouds,0.0,0.0
391,Porec,HR,2022-06-14 21:47:33,45.2258,13.5939,68.45,69,0,4.45,clear sky,0.0,0.0
392,Mehamn,NO,2022-06-14 21:47:33,71.0357,27.8492,40.95,87,75,9.22,broken clouds,0.0,0.0
393,Magadan,RU,2022-06-14 21:46:59,59.5667,150.8,47.53,84,100,3.74,overcast clouds,0.0,0.0
394,Biak,ID,2022-06-14 21:47:34,-0.9131,122.8766,75.25,85,98,0.96,overcast clouds,0.0,0.0
395,Muros,ES,2022-06-14 21:47:34,42.7762,-9.0603,64.09,92,19,1.9,few clouds,0.0,0.0
396,Richards Bay,ZA,2022-06-14 21:47:34,-28.783,32.0377,66.7,55,100,7.25,overcast clouds,0.0,0.0
397,Saint-Francois,FR,2022-06-14 21:47:35,46.4154,3.9054,67.44,56,0,3.44,clear sky,0.0,0.0
398,Nizhniy Tsasuchey,RU,2022-06-14 21:47:35,50.5167,115.1333,64.17,58,10,1.21,clear sky,0.0,0.0
399,Xucheng,CN,2022-06-14 21:47:35,20.35,110.1288,78.39,88,76,5.17,broken clouds,0.0,0.0
400,Taldan,RU,2022-06-14 21:47:36,53.6667,124.8,58.86,94,100,1.32,light rain,0.0,0.0
401,Quang Ngai,VN,2022-06-14 21:45:54,15.1167,108.8,76.89,85,100,2.3,overcast clouds,0.0,0.0
402,College,US,2022-06-14 21:46:12,64.8569,-147.8028,70.0,50,75,0.0,smoke,0.0,0.0
403,Vung Tau,VN,2022-06-14 21:43:53,10.346,107.0843,82.62,78,93,6.31,overcast clouds,0.0,0.0
404,Meulaboh,ID,2022-06-14 21:47:36,4.1363,96.1285,74.66,94,97,1.05,moderate rain,0.0,0.0
405,Zhigansk,RU,2022-06-14 21:47:36,66.7697,123.3711,57.72,74,38,3.85,scattered clouds,0.0,0.0
406,Geraldton,AU,2022-06-14 21:47:37,-28.7667,114.6,50.41,81,0,13.8,clear sky,0.0,0.0
407,Huarmey,PE,2022-06-14 21:47:37,-10.0681,-78.1522,65.34,75,5,9.93,clear sky,0.0,0.0
408,Copiapo,CL,2022-06-14 21:47:37,-27.3667,-70.3333,55.09,68,100,2.66,overcast clouds,0.0,0.0
409,Maniitsoq,GL,2022-06-14 21:37:45,65.4167,-52.9,38.3,70,14,19.55,few clouds,0.0,0.0
410,Lumphat,KH,2022-06-14 21:47:38,13.4878,106.9816,73.56,98,100,1.21,overcast clouds,0.0,0.0
411,Fort Nelson,CA,2022-06-14 21:43:30,58.8053,-122.7002,71.19,26,75,5.75,broken clouds,0.0,0.0
412,Saint-Denis,FR,2022-06-14 21:47:38,48.9167,2.3333,68.49,54,0,10.36,clear sky,0.0,0.0
413,Tel Aviv-Yafo,IL,2022-06-14 21:47:39,32.0805,34.7805,76.1,75,20,3.44,few clouds,0.0,0.0
414,Kalmunai,LK,2022-06-14 21:47:39,7.4167,81.8167,79.25,83,100,5.79,overcast clouds,0.0,0.0
415,Sabalgarh,IN,2022-06-14 21:47:39,26.25,77.4,89.73,49,79,11.18,broken clouds,0.0,0.0
416,Nome,US,2022-06-14 21:46:29,64.5011,-165.4064,45.16,87,100,17.27,overcast clouds,0.0,0.0
417,Waiouru,NZ,2022-06-14 21:47:40,-39.4833,175.6667,43.23,96,100,11.9,overcast clouds,0.0,0.0
418,Mangrol,IN,2022-06-14 21:47:40,21.1167,70.1167,84.51,76,12,10.71,light rain,0.0,0.0
419,Guasdualito,VE,2022-06-14 21:47:40,7.2424,-70.7324,75.49,80,82,4.03,broken clouds,0.0,0.0
420,Leshukonskoye,RU,2022-06-14 21:47:41,64.8989,45.7622,51.12,96,11,4.52,few clouds,0.0,0.0
421,Gigmoto,PH,2022-06-14 21:47:41,13.7796,124.39,81.0,83,52,4.85,broken clouds,0.0,0.0
422,Filadelfia,US,2022-06-14 21:42:56,39.9523,-75.1638,86.0,48,40,6.91,scattered clouds,0.0,0.0
423,Saint Anthony,US,2022-06-14 21:47:41,45.0205,-93.218,95.25,44,0,20.71,clear sky,0.0,0.0
424,Pithapuram,IN,2022-06-14 21:47:42,17.1167,82.2667,82.83,68,97,3.62,overcast clouds,0.0,0.0
425,Yenagoa,NG,2022-06-14 21:47:42,4.9247,6.2642,75.07,93,90,4.21,overcast clouds,0.0,0.0
426,Acajutla,SV,2022-06-14 21:47:42,13.5928,-89.8275,78.87,84,100,12.95,overcast clouds,0.0,0.0
427,Kalaleh,IR,2022-06-14 21:47:43,37.3807,55.4916,76.6,69,75,0.0,broken clouds,0.0,0.0
428,Qasigiannguit,GL,2022-06-14 21:47:43,68.8193,-51.1922,35.85,73,60,9.75,broken clouds,0.0,0.0
429,Sechura,PE,2022-06-14 21:47:43,-5.5569,-80.8222,71.83,61,11,16.93,few clouds,0.0,0.0
430,Sherlovaya Gora,RU,2022-06-14 21:47:44,50.5667,116.25,60.96,56,21,1.63,few clouds,0.0,0.0
431,Hervey Bay,AU,2022-06-14 21:47:44,-25.2986,152.8535,65.08,76,89,6.35,overcast clouds,0.0,0.0
432,Caimito,CO,2022-06-14 21:47:44,8.8123,-75.4107,76.6,86,100,2.66,overcast clouds,0.0,0.0
433,Talnakh,RU,2022-06-14 21:46:44,69.4865,88.3972,61.21,57,68,6.76,broken clouds,0.0,0.0
434,Davila,PH,2022-06-14 21:47:45,18.4726,120.5763,78.78,78,100,3.69,overcast clouds,0.0,0.0
435,Ape,LV,2022-06-14 21:47:45,57.5393,26.6929,53.71,98,100,8.57,light rain,0.0,0.0
436,Rajapur,IN,2022-06-14 21:47:45,25.3833,81.15,94.03,37,63,10.92,broken clouds,0.0,0.0
437,Kamloops,CA,2022-06-14 21:45:42,50.6665,-120.3192,71.74,41,40,16.11,scattered clouds,0.0,0.0
438,Gimli,CA,2022-06-14 21:47:46,50.6336,-96.9907,62.35,99,100,6.82,overcast clouds,0.0,0.0
439,Kalyazin,RU,2022-06-14 21:47:46,57.2403,37.8433,59.02,93,98,8.03,overcast clouds,0.0,0.0
440,Takoradi,GH,2022-06-14 21:47:46,4.8845,-1.7554,78.46,85,100,13.15,light rain,0.0,0.0
441,Hualmay,PE,2022-06-14 21:47:47,-11.0964,-77.6139,64.29,75,8,10.25,clear sky,0.0,0.0
442,Valdosta,US,2022-06-14 21:47:47,30.8327,-83.2785,76.91,90,75,12.66,moderate rain,0.0,0.0
443,Synya,RU,2022-06-14 21:47:47,65.3718,58.0387,55.87,79,100,1.97,overcast clouds,0.0,0.0
444,Nanortalik,GL,2022-06-14 21:45:11,60.1432,-45.2371,41.11,74,86,9.33,overcast clouds,0.0,0.0
445,Zhaotong,CN,2022-06-14 21:47:48,27.3167,103.7167,58.23,64,100,2.93,overcast clouds,0.0,0.0
446,Yafran,LY,2022-06-14 21:46:29,32.0633,12.5286,70.63,36,0,4.85,clear sky,0.0,0.0
447,Ossora,RU,2022-06-14 21:47:48,59.2353,163.0719,54.52,54,7,3.67,clear sky,0.0,0.0
448,Sao Joao Da Barra,BR,2022-06-14 21:38:07,-21.6403,-41.0511,68.09,67,91,10.33,overcast clouds,0.0,0.0
449,Seoul,KR,2022-06-14 21:44:05,37.5683,126.9778,60.24,91,100,12.66,moderate rain,0.0,0.0
450,Conde,BR,2022-06-14 21:47:49,-7.2597,-34.9075,76.46,83,0,6.91,clear sky,0.0,0.0
451,Pag,HR,2022-06-14 21:47:49,44.445,15.0575,66.78,69,0,13.62,clear sky,0.0,0.0
452,Chifeng,CN,2022-06-14 21:47:49,42.2683,118.9636,58.55,84,64,2.35,broken clouds,0.0,0.0
453,Dubti,ET,2022-06-14 21:47:50,11.7361,41.0853,93.56,21,50,11.03,scattered clouds,0.0,0.0
454,Tura,IN,2022-06-14 21:47:50,25.5198,90.2201,72.79,97,100,5.01,very heavy rain,0.0,0.0
455,La Ronge,CA,2022-06-14 21:47:50,55.1001,-105.2842,61.05,88,100,8.05,overcast clouds,0.0,0.0
